1,10,20
1.0,10.0,20.0
1.004,10.0,19.997
1.006,9.998,19.995
1.007,9.996,19.994
1.008,9.999,19.992
1.009,10.004,19.991
1.01,10.002,19.992
1.008,9.999,19.995
1.015,10.005,19.996
1.018,10.006,19.989
1.023,10.012,19.986
1.027,10.014,19.991
1.035,10.011,19.996
1.025,10.009,19.996
1.026,10.004,19.993
1.026,10.0,19.995
1.023,10.0,19.994
1.019,9.999,19.989
1.024,10.0,19.995
1.027,10.0,19.999
1.029,9.998,20.0
1.038,10.002,19.998
1.029,10.002,19.996
1.034,9.999,19.998
1.032,10.001,19.994
1.038,9.998,19.988
1.037,10.005,19.99
1.035,10.0,19.995
1.041,10.0,19.994
1.033,10.001,19.992
1.032,10.0,19.989
1.023,10.001,19.99
1.035,10.002,19.991
1.04,10.003,19.988
1.04,10.005,19.991
1.051,10.005,19.989
1.056,10.007,19.987
1.061,10.006,19.991
1.061,10.006,19.995
1.066,10.005,19.998
1.058,10.005,19.999
1.058,10.007,19.992
1.055,10.005,19.988
1.055,10.008,19.969
1.054,10.015,19.931
1.063,10.014,19.866
1.072,10.017,19.754
1.068,10.012,19.642
1.077,10.009,19.562
1.087,10.004,19.52
1.109,9.999,19.452
1.1,10.001,19.417
1.119,9.996,19.441
1.141,9.999,19.465
1.217,10.006,19.482
1.429,10.005,19.452
1.738,10.007,19.42
1.925,10.007,19.377
1.98,10.013,19.337
2.002,10.01,19.232
2.002,10.011,19.182
2.005,10.015,19.138
2.002,10.015,19.088
2.004,10.022,19.048
2.001,10.027,19.03
1.999,10.022,19.013
2.001,10.025,19.012
1.998,10.027,19.008
2.0,10.024,19.011
2.008,10.025,19.002
2.003,10.023,18.995
2.0,10.018,18.994
2.0,10.031,18.994
2.001,10.042,18.988
1.995,10.044,18.982
1.992,10.043,18.979
1.992,10.035,18.979
1.991,10.054,18.983
2.003,10.046,18.991
2.003,10.055,18.986
2.008,10.064,18.98
2.014,10.05,18.972
2.02,10.046,18.964
2.008,10.05,18.968
2.012,10.057,18.969
2.004,10.043,18.967
2.011,10.039,18.976
2.006,10.031,18.99
2.008,10.028,18.997
1.996,10.02,18.997
1.989,10.02,18.996
1.991,10.021,18.992
1.992,10.032,18.99
1.988,10.019,18.988
1.997,10.019,18.987
2.004,10.022,18.988
2.001,10.025,18.988
2.008,10.038,18.983
2.006,10.037,18.99
2.01,10.047,18.994
2.01,10.066,18.991
2.018,10.049,18.994
2.013,10.065,18.997
2.021,10.051,19.0
2.028,10.058,18.995
2.027,10.045,18.994
2.028,10.041,18.988
2.035,10.038,18.984
2.044,10.026,18.982
2.039,10.029,18.974
2.038,10.028,18.969
2.041,10.019,18.982
2.03,10.025,18.991
2.02,10.039,18.99
2.021,10.042,18.982
2.021,10.044,18.978
2.021,10.053,18.979
2.023,10.05,18.974
2.025,10.046,18.969
2.035,10.036,18.97
2.037,10.033,18.969
2.037,10.046,18.97
2.052,10.052,18.983
2.047,10.048,18.982
2.053,10.055,18.989
2.054,10.042,18.988
2.054,10.041,18.993
2.058,10.038,18.993
2.051,10.045,18.983
2.046,10.039,18.981
2.051,10.032,18.98
2.058,10.039,18.982
2.054,10.04,18.975
2.056,10.039,18.965
2.063,10.055,18.962
2.063,10.061,18.97
2.045,10.042,18.967
2.04,10.042,18.967
2.038,10.03,18.961
2.045,10.023,18.955
2.044,10.032,18.968
2.057,10.032,18.965
2.053,10.025,18.959
2.059,10.031,18.964
2.062,10.02,18.974
2.059,10.006,18.98
2.066,10.001,18.977
2.061,9.994,18.979
2.06,10.002,18.983
2.061,10.007,18.979
2.052,10.009,18.974
2.04,10.001,18.97
2.046,10.013,18.969
2.041,10.012,18.956
2.057,10.027,18.937
2.055,10.023,18.936
2.049,10.037,18.959
2.047,10.039,18.942
2.036,10.035,18.938
2.038,10.031,18.942
2.041,10.039,18.929
2.053,10.031,18.932
2.059,10.042,18.927
2.051,10.044,18.919
2.065,10.044,18.916
2.08,10.056,18.918
2.09,10.077,18.919
2.09,10.075,18.928
2.098,10.084,18.92
2.16,10.084,18.91
2.329,10.085,18.92
2.657,10.087,18.924
2.894,10.067,18.906
2.982,10.07,18.901
2.999,10.071,18.897
3.004,10.063,18.881
3.004,10.059,18.865
3.004,10.053,18.856
3.004,10.049,18.858
3.003,10.053,18.845
3.002,10.06,18.839
3.004,10.063,18.835
3.003,10.058,18.814
3.003,10.059,18.827
3.008,10.058,18.812
3.01,10.04,18.799
3.009,10.044,18.805
3.013,10.037,18.8
3.015,10.023,18.8
3.013,10.025,18.774
3.013,10.024,18.793
3.018,10.022,18.796
3.018,10.015,18.8
3.016,10.021,18.812
3.016,10.026,18.81
3.012,10.032,18.807
3.011,10.032,18.803
3.008,10.026,18.808
3.009,10.032,18.808
3.015,10.042,18.795
3.02,10.045,18.792
3.029,10.046,18.793
3.029,10.033,18.808
3.026,10.027,18.792
3.026,10.04,18.797
3.034,10.035,18.806
3.042,10.043,18.784
3.052,10.034,18.795
3.059,10.037,18.813
3.062,10.032,18.807
3.064,10.02,18.772
3.057,10.018,18.768
3.057,10.017,18.783
3.066,10.021,18.763
3.064,10.021,18.783
3.06,10.023,18.784
3.063,10.019,18.804
3.06,10.019,18.809
3.07,10.029,18.833
3.073,10.021,18.841
3.103,10.022,18.851
3.14,10.041,18.856
3.23,10.037,18.85
3.357,10.024,18.853
3.543,10.02,18.845
3.682,10.024,18.827
3.812,10.018,18.829
3.92,10.018,18.828
3.974,10.022,18.819
3.998,10.01,18.829
4.022,10.007,18.833
4.03,10.004,18.833
4.035,10.003,18.84
4.031,10.01,18.822
4.026,10.008,18.83
4.03,10.01,18.832
4.02,10.019,18.834
4.024,10.022,18.831
4.029,10.031,18.831
4.024,10.028,18.815
4.019,10.03,18.827
4.016,10.023,18.849
4.025,10.013,18.852
4.029,10.005,18.862
4.033,10.006,18.86
4.025,10.005,18.856
4.014,10.002,18.838
4.01,10.006,18.841
4.006,10.004,18.844
4.004,10.01,18.835
4.006,9.995,18.826
4.005,9.988,18.823
4.008,9.994,18.819
4.009,10.001,18.83
4.02,9.992,18.815
4.025,9.99,18.82
4.027,9.986,18.822
4.039,9.997,18.802
4.041,9.997,18.831
4.034,9.997,18.825
4.036,10.001,18.85
4.042,10.012,18.866
4.048,10.017,18.884
4.058,10.023,18.886
4.059,10.02,18.886
4.058,10.021,18.87
4.052,10.02,18.894
4.053,10.015,18.889
4.059,10.017,18.882
4.063,10.014,18.883
4.064,10.008,18.881
4.069,10.014,18.864
4.067,10.03,18.868
4.074,10.026,18.864
4.059,10.032,18.85
4.064,10.032,18.844
4.078,10.04,18.823
4.087,10.047,18.835
4.074,10.057,18.856
4.083,10.035,18.874
4.084,10.041,18.891
4.1,10.026,18.879
4.105,10.02,18.878
4.097,10.023,18.898
4.108,10.026,18.896
4.109,10.022,18.889
4.107,10.025,18.897
4.108,10.027,18.894
4.126,10.032,18.883
4.122,10.03,18.885
4.118,10.029,18.896
4.118,10.034,18.87
4.109,10.043,18.867
4.104,10.032,18.869
4.113,10.019,18.855
4.101,10.023,18.858
4.1,10.018,18.857
4.096,10.027,18.845
4.114,10.021,18.852
4.111,10.006,18.842
4.123,10.016,18.86
4.124,10.015,18.87
4.136,10.025,18.864
4.118,10.03,18.866
4.11,10.03,18.862
4.119,10.034,18.86
4.115,10.044,18.842
4.116,10.054,18.847
4.123,10.063,18.843
4.135,10.064,18.843
4.117,10.067,18.837
4.111,10.064,18.827
4.123,10.07,18.838
4.123,10.075,18.83
4.12,10.078,18.83
4.119,10.092,18.849
4.109,10.109,18.856
4.089,10.118,18.863
4.097,10.124,18.875
4.093,10.117,18.863
4.096,10.095,18.864
4.085,10.098,18.862
4.099,10.111,18.871
4.114,10.099,18.85
4.129,10.11,18.836
4.134,10.105,18.807
4.151,10.094,18.807
4.163,10.096,18.8
4.167,10.098,18.814
4.199,10.104,18.848
4.236,10.092,18.859
4.277,10.093,18.859
4.302,10.094,18.867
4.373,10.1,18.857
4.465,10.098,18.841
4.532,10.086,18.848
4.661,10.087,18.856
4.751,10.092,18.844
4.822,10.097,18.847
4.91,10.101,18.844
4.939,10.107,18.827
4.976,10.118,18.84
4.995,10.132,18.818
4.994,10.141,18.836
5.014,10.157,18.823
5.011,10.177,18.813
5.015,10.175,18.804
5.017,10.191,18.814
5.026,10.18,18.82
5.019,10.175,18.838
5.014,10.175,18.832
5.013,10.183,18.829
5.023,10.201,18.825
5.023,10.205,18.833
5.017,10.218,18.833
5.02,10.171,18.837
5.026,10.186,18.818
5.034,10.182,18.805
5.031,10.19,18.835
5.033,10.205,18.834
5.039,10.209,18.835
5.039,10.204,18.823
5.039,10.212,18.837
5.043,10.212,18.813
5.041,10.231,18.796
5.042,10.222,18.811
5.042,10.226,18.811
5.046,10.253,18.832
5.04,10.232,18.831
5.049,10.232,18.812
5.058,10.249,18.803
5.062,10.266,18.805
5.069,10.287,18.791
5.075,10.314,18.761
5.072,10.338,18.746
5.071,10.362,18.725
5.059,10.375,18.723
5.062,10.392,18.747
5.076,10.372,18.736
5.089,10.372,18.751
5.078,10.387,18.756
5.08,10.392,18.726
5.087,10.392,18.709
5.075,10.387,18.715
5.092,10.408,18.687
5.098,10.417,18.669
5.087,10.397,18.647
5.079,10.386,18.655
5.081,10.404,18.636
5.079,10.419,18.639
5.078,10.432,18.62
5.079,10.402,18.623
5.071,10.414,18.652
5.065,10.416,18.666
5.063,10.44,18.662
